"ID","Phase","Experiment","Stress","herbivory","soil_inocula","plant_pathway_induced","Phytohormones","treatment","weight_mg","SA","JA","ABA","sum_JA_Ile","cis_OPDA","OH_JA","OH_JA_Ile","COOH_JA_Ile"
"348","feedback","real_insects","Aphid","aphid","SA-conditioned","NA","1","aphid",18,556.217488348718,312.955035503405,202.950049817799,9.96753151855604,682.258507568631,0,0,0
"349","feedback","real_insects","Aphid","aphid","SA-conditioned","NA","1","aphid",18.3,894.953904268475,102.655249000408,134.252069631565,3.29571933624012,590.896453425786,0,0,0
"350","feedback","real_insects","Aphid","aphid","SA-conditioned","NA","1","aphid",13.6,1158.30618020138,313.411584216908,177.442224322827,19.1079132473427,693.754496556922,0,0,0
"351","feedback","real_insects","Aphid","aphid","SA-conditioned","NA","1","aphid",11.5,58.7334860356427,95.4676815264637,238.040437928473,1.63479271533174,1002.43492335922,0,0,0
"352","feedback","real_insects","Aphid","aphid","SA-conditioned","NA","1","aphid",15.8,329.09390137717,112.307895323082,258.678082208423,3.14397771599578,532.06131457704,0,0,0
"353","feedback","real_insects","Aphid","aphid","SA-conditioned","NA","1","aphid",17.9,371.859526202466,157.718288555808,210.514998583029,4.15998770090593,796.943124046759,12.7363139332745,0,0
"354","feedback","real_insects","Aphid","aphid","SA-conditioned","NA","1","aphid",17,439.606787969441,54.9818796140859,185.489918346942,1.96108772571891,712.32420879292,0,0,0
"355","feedback","real_insects","Aphid","aphid","SA-conditioned","NA","1","aphid",16.9,1488.16829073814,325.425761824601,158.936361209036,10.5611882250084,854.018939098291,0,0,0
"356","feedback","real_insects","Chewer","caterpillar","SA-conditioned","NA","1","aphid",15.7,234.770278804577,344.268617254609,201.523806732138,11.2521798064897,2560.16534152276,1011.67522904886,12.7217312070497,13.4983014884466
"357","feedback","real_insects","Chewer","caterpillar","SA-conditioned","NA","1","aphid",12.4,105.978473308061,550.922820675847,467.164188524143,16.1787096944031,1596.46944848515,523.18160650891,16.7289828353843,5.73371025911241
"358","feedback","real_insects","Chewer","caterpillar","SA-conditioned","NA","1","aphid",17.7,45.6948728630726,58.7597216657114,79.9441860405995,2.02024095518082,848.605522373495,153.063130132407,3.74916932245162,0.836043443351499
"359","feedback","real_insects","Chewer","caterpillar","SA-conditioned","NA","1","aphid",18.1,58.2373260008226,771.809381942575,441.436294413352,40.4046330722621,1931.15147921153,857.850862351524,73.4669435856638,12.1950202325165
"360","feedback","real_insects","Chewer","caterpillar","SA-conditioned","NA","1","aphid",19.2,113.28089417766,958.945991632906,377.753770640866,45.2671543611968,1477.09378039682,554.181304360144,13.4904179958925,7.44544607662397
"361","feedback","real_insects","Chewer","caterpillar","SA-conditioned","NA","1","aphid",18.3,172.952261273909,513.318779171177,403.751685197124,20.1617880383328,2606.14067555214,837.854966882137,17.0108458282509,15.7405706964378
"362","feedback","real_insects","Chewer","caterpillar","SA-conditioned","NA","1","aphid",17.1,231.151290982058,742.823513581077,441.081983964827,30.6120558704753,2195.75745466673,478.413998819233,17.8275799535518,24.5915305101701
"363","feedback","real_insects","Chewer","caterpillar","SA-conditioned","NA","1","aphid",17.4,116.461408227973,71.568290134312,192.236780941007,1.20397825311215,731.181665264929,0,0,0
"364","feedback","real_insects","Chewer","caterpillar","SA-conditioned","NA","1","aphid",13.8,10.0410944664236,97.5285211315001,52.3196927000613,2.35902152614326,340.234553016712,87.5487690677681,4.12613265717627,1.91939875695944
"365","feedback","real_insects","Chewer","caterpillar","SA-conditioned","NA","1","aphid",13.7,362.191162199489,615.47479331929,423.5747026133,40.5162616412845,1620.29385851383,920.251278529356,37.8687579634409,12.8529999979119
"366","feedback","real_insects","Control","without","SA-conditioned","NA","1","aphid",12.4,141.397007719172,147.483550270262,294.035269908545,2.31119773565181,952.233788462722,0,0.976611374012267,0
"367","feedback","real_insects","Control","without","SA-conditioned","NA","1","aphid",15.1,61.4696058321652,93.2738549341113,263.130085175126,2.20939388960962,650.148457698321,0,0,0
"368","feedback","real_insects","Control","without","SA-conditioned","NA","1","aphid",13.1,109.520104805851,120.882594119052,221.087630599106,1.83438102117024,770.461182214763,0,0,0
"369","feedback","real_insects","Control","without","SA-conditioned","NA","1","aphid",17.8,100.799904510855,87.2403262753887,179.01067436726,1.37593774308728,769.985958565758,0,0,0
"370","feedback","real_insects","Control","without","SA-conditioned","NA","1","aphid",17.2,36.7970003163014,127.660222669959,186.157560574612,3.57025788582266,618.449408207894,0,0,0
"371","feedback","real_insects","Control","without","SA-conditioned","NA","1","aphid",13.4,231.577384176374,419.23374931603,196.614081525407,9.13616961766957,1051.212334943,0,0,0
"372","feedback","real_insects","Control","without","SA-conditioned","NA","1","aphid",18.3,47.776751183911,178.575894947751,203.900467589475,4.82115512807065,661.694339234942,0,0,0
"373","feedback","real_insects","Control","without","SA-conditioned","NA","1","aphid",16.8,70.5769018856283,171.345289648254,216.839867356625,2.79898641924735,815.550448403318,0,0,0
"374","feedback","real_insects","Control","without","SA-conditioned","NA","1","aphid",16.6,57.8835477201245,149.218588258037,221.494590682653,2.87675173632516,740.072691175551,0,0,0
"375","feedback","real_insects","Control","without","SA-conditioned","NA","1","aphid",15.3,600.430677315867,250.069349361568,323.144680193796,12.496937312502,408.513884014404,0,0,0
"376","conditioning","simulated","Control","mock","NA","Control","1","non_conditioned",20.2,40.4792562716486,81.5499935439588,103.322368257441,1.30527522205597,352.912307044607,0,0,0
"377","conditioning","simulated","Control","mock","NA","Control","1","non_conditioned",22.3,516.858688073232,63.3074043254516,725.038906923746,2.66649845744498,114.053235544756,0,0.695296640785384,0
"378","conditioning","simulated","Control","mock","NA","Control","1","non_conditioned",19.6,397.469530090104,82.2481708465559,336.595631921617,2.84269370347479,263.089288483198,0,0,0
"379","conditioning","simulated","Control","mock","NA","Control","1","non_conditioned",18.4,449.94096653128,94.1478446393705,303.979366249079,2.30464620123593,230.986038177248,23.5864531178237,0,0
"380","conditioning","simulated","JA","MeJA","NA","JA","1","non_conditioned",19.1,386.551925057236,186.436520604541,904.601121195216,6.67028203912423,386.472386689509,1130.42370570199,6.74766350129505,2.93607376465263
"381","conditioning","simulated","JA","MeJA","NA","JA","1","non_conditioned",20.1,329.415147072349,279.033765279925,155.441688189226,4.38725167370957,573.782219967571,752.812045264187,1.57230984838146,3.65392974173596
"382","conditioning","simulated","JA","MeJA","NA","JA","1","non_conditioned",19.5,275.086331685881,508.152749459483,1437.10673530099,16.9326651505089,338.825121484823,776.370430019912,6.10797954167447,3.35433144819906
"383","conditioning","simulated","JA","MeJA","NA","JA","1","non_conditioned",20.5,467.297215038357,513.561856749969,146.518443965544,12.8832073542744,415.788038149501,758.06338181465,1.4219145693886,4.04529183694277
"384","conditioning","simulated","SA","SA","NA","SA","1","non_conditioned",19.2,2345.14668405363,51.707660755891,341.731655495285,1.65517195489948,235.474768754273,12.9632471597119,0,0
"385","conditioning","simulated","SA","SA","NA","SA","1","non_conditioned",18.8,3099.46473251269,109.264748344251,143.636380184177,4.47087151501769,226.185078411203,0,0,0
"386","conditioning","simulated","SA","SA","NA","SA","1","non_conditioned",20.1,3549.08935477585,109.499435805039,459.380971357685,5.35598963987182,277.549710517485,19.8608572505297,0,0
"387","conditioning","simulated","SA","SA","NA","SA","1","non_conditioned",20,2550.00623341199,121.170035048642,176.190695842544,4.3723016810979,195.237315339513,14.5435487569197,0,0
"388","conditioning","real_insects","Control","without","NA","Control","1","non_conditioned",19,221.074050187041,150.266718065554,252.842321534486,10.9690341782426,164.11440706275,46.0303470175129,0,1.34453638492034
"389","conditioning","real_insects","Control","without","NA","Control","1","non_conditioned",21.8,71.3213561521696,38.6965910193227,276.774038453342,3.20440125438417,76.6698812719291,0,0,0
"390","conditioning","real_insects","Control","without","NA","Control","1","non_conditioned",19.1,34.6863664899835,55.134033792213,140.814590529248,3.89368298606548,91.1842673590915,0,0,0
"391","conditioning","real_insects","Control","without","NA","Control","1","non_conditioned",20.4,28.2115269970062,34.6198979064014,151.246770818598,4.35938810590417,49.0171446700383,0,0,0
"392","conditioning","real_insects","Control","without","NA","Control","1","non_conditioned",20.7,26.4290714177304,46.6338659667311,247.67504956303,5.07916723756654,65.1065946389075,0,0,0.47329440901182
"393","conditioning","real_insects","Chewer","caterpillar","NA","JA","1","non_conditioned",17.4,132.92538186542,271.333966429151,342.923849005008,27.726059955312,359.464258386947,1728.56121638251,100.482766899787,21.1995838798334
"394","conditioning","real_insects","Chewer","caterpillar","NA","JA","1","non_conditioned",19.9,211.183590844146,329.503010714222,230.033914655613,19.0403405404635,190.267736549811,874.556029458014,21.5629636803455,8.7881997472425
"395","conditioning","real_insects","Chewer","caterpillar","NA","JA","1","non_conditioned",18.4,88.4607047544996,619.274977571684,244.111534796259,34.0125024851334,354.883449093371,1193.81546427073,45.2814222052062,9.59166435391788
"396","conditioning","real_insects","Chewer","caterpillar","NA","JA","1","non_conditioned",20.6,69.9562896747527,341.765687880553,1354.31833994155,28.8726341127795,230.954065296481,402.526635131878,5.2804197486207,1.37231247704267
"397","conditioning","real_insects","Chewer","caterpillar","NA","JA","1","non_conditioned",17.6,130.772834009573,277.708376160281,228.412398688285,14.22468177146,129.224054776325,751.023893483452,14.138323958713,5.71511576154084
"398","conditioning","real_insects","Aphid","aphid","NA","SA","1","non_conditioned",17.5,5567.79202707543,29.4298708076386,120.079741934719,5.74500321703576,47.2547954543034,0,0,0
"399","conditioning","real_insects","Aphid","aphid","NA","SA","1","non_conditioned",15.9,3908.69323942368,115.438415236508,96.3810471334411,21.5794088858664,67.7732070895059,0,1.43733454670547,0
"400","conditioning","real_insects","Aphid","aphid","NA","SA","1","non_conditioned",20.5,3946.67978005608,56.8470402485945,80.6433678303689,5.54026296222901,74.8415084008045,28.636357919646,0,0.588676225979949
"401","conditioning","real_insects","Aphid","aphid","NA","SA","1","non_conditioned",19.5,6080.81781488411,44.7899240586838,75.883832443083,8.43555110390209,89.2215287248981,25.5784920162822,2.236457546923,0.677714408158485
