"","id_rec","day","system","channel","group","hour","wave","wavename","perc","num","mean","batch"
"307","6","6","3","5","Riv_SA","4","7","xylem ingestion",0,0,NA,"batch_2"
"308","6","6","3","5","Riv_SA","4","3","3",0,0,NA,"batch_2"
"309","6","6","3","5","Riv_SA","5","1","non probing",0,0,NA,"batch_2"
"310","6","6","3","5","Riv_SA","5","2","pathway",0,0,NA,"batch_2"
"311","6","6","3","5","Riv_SA","5","4","salivation phloem",7.12194444444435,4,1.78048611111109,"batch_2"
"312","6","6","3","5","Riv_SA","5","5","phloem feeding",61.2472222222223,4,15.3118055555556,"batch_2"
"313","6","6","3","5","Riv_SA","5","6","penetration difficulties",0,0,NA,"batch_2"
"314","6","6","3","5","Riv_SA","5","7","xylem ingestion",0,0,NA,"batch_2"
"315","6","6","3","5","Riv_SA","5","3","3",0,0,NA,"batch_2"
"316","6","6","3","5","Riv_SA","6","1","non probing",1.06138888888893,1,1.06138888888893,"batch_2"
"317","6","6","3","5","Riv_SA","6","2","pathway",54.2394444444445,2,27.1197222222222,"batch_2"
"318","6","6","3","5","Riv_SA","6","4","salivation phloem",0.558888888888779,1,0.558888888888779,"batch_2"
"319","6","6","3","5","Riv_SA","6","5","phloem feeding",0,0,NA,"batch_2"
"320","6","6","3","5","Riv_SA","6","6","penetration difficulties",0,0,NA,"batch_2"
"321","6","6","3","5","Riv_SA","6","7","xylem ingestion",0,0,NA,"batch_2"
"322","6","6","3","5","Riv_SA","6","3","3",0,0,NA,"batch_2"
"323","6","6","3","5","Riv_SA","7","1","non probing",0,0,NA,"batch_2"
"324","6","6","3","5","Riv_SA","7","2","pathway",0,0,NA,"batch_2"
"325","6","6","3","5","Riv_SA","7","4","salivation phloem",0.831944444444446,1,0.831944444444446,"batch_2"
"326","6","6","3","5","Riv_SA","7","5","phloem feeding",81.6536111111111,1,81.6536111111111,"batch_2"
"327","6","6","3","5","Riv_SA","7","6","penetration difficulties",0,0,NA,"batch_2"
"328","6","6","3","5","Riv_SA","7","7","xylem ingestion",0,0,NA,"batch_2"
"329","6","6","3","5","Riv_SA","7","3","3",0,0,NA,"batch_2"
"330","6","6","3","5","Riv_SA","8","1","non probing",0,0,NA,"batch_2"
"331","6","6","3","5","Riv_SA","8","2","pathway",0,0,NA,"batch_2"
"332","6","6","3","5","Riv_SA","8","4","salivation phloem",0.586666666666626,1,0.586666666666626,"batch_2"
"333","6","6","3","5","Riv_SA","8","5","phloem feeding",91.9136111111111,1,91.9136111111111,"batch_2"
"334","6","6","3","5","Riv_SA","8","6","penetration difficulties",0,0,NA,"batch_2"
"335","6","6","3","5","Riv_SA","8","7","xylem ingestion",0,0,NA,"batch_2"
"336","6","6","3","5","Riv_SA","8","3","3",0,0,NA,"batch_2"
"337","7","6","1","1","Riv_SA","1","1","non probing",49.5263888888889,12,4.12719907407407,"batch_2"
"338","7","6","1","1","Riv_SA","1","2","pathway",49.6636111111111,12,4.13863425925926,"batch_2"
"339","7","6","1","1","Riv_SA","1","4","salivation phloem",0.809999999999998,1,0.809999999999998,"batch_2"
"340","7","6","1","1","Riv_SA","1","5","phloem feeding",0,0,NA,"batch_2"
"341","7","6","1","1","Riv_SA","1","6","penetration difficulties",0,0,NA,"batch_2"
"342","7","6","1","1","Riv_SA","1","7","xylem ingestion",0,0,NA,"batch_2"
"343","7","6","1","1","Riv_SA","1","3","3",0,0,NA,"batch_2"
"344","7","6","1","1","Riv_SA","2","1","non probing",30.7413888888889,8,3.84267361111112,"batch_2"
"345","7","6","1","1","Riv_SA","2","2","pathway",61.4349999999999,9,6.8261111111111,"batch_2"
"346","7","6","1","1","Riv_SA","2","4","salivation phloem",2.7580555555556,3,0.919351851851865,"batch_2"
"347","7","6","1","1","Riv_SA","2","5","phloem feeding",3.64305555555553,2,1.82152777777777,"batch_2"
"348","7","6","1","1","Riv_SA","2","6","penetration difficulties",0,0,NA,"batch_2"
"349","7","6","1","1","Riv_SA","2","7","xylem ingestion",0,0,NA,"batch_2"
"350","7","6","1","1","Riv_SA","2","3","3",0,0,NA,"batch_2"
"351","7","6","1","1","Riv_SA","3","1","non probing",11.0308333333333,4,2.75770833333331,"batch_2"
"352","7","6","1","1","Riv_SA","3","2","pathway",69.0036111111112,8,8.6254513888889,"batch_2"
"353","7","6","1","1","Riv_SA","3","4","salivation phloem",9.52666666666666,5,1.90533333333333,"batch_2"
"354","7","6","1","1","Riv_SA","3","5","phloem feeding",1.62000000000001,1,1.62000000000001,"batch_2"
"355","7","6","1","1","Riv_SA","3","6","penetration difficulties",0,0,NA,"batch_2"
"356","7","6","1","1","Riv_SA","3","7","xylem ingestion",0,0,NA,"batch_2"
"357","7","6","1","1","Riv_SA","3","3","3",0,0,NA,"batch_2"
"358","7","6","1","1","Riv_SA","4","1","non probing",0,0,NA,"batch_2"
"359","7","6","1","1","Riv_SA","4","2","pathway",9.02472222222229,2,4.51236111111115,"batch_2"
"360","7","6","1","1","Riv_SA","4","4","salivation phloem",7.43027777777769,6,1.23837962962962,"batch_2"
"361","7","6","1","1","Riv_SA","4","5","phloem feeding",66.9361111111111,4,16.7340277777778,"batch_2"
"362","7","6","1","1","Riv_SA","4","6","penetration difficulties",0,0,NA,"batch_2"
"363","7","6","1","1","Riv_SA","4","7","xylem ingestion",0,0,NA,"batch_2"
"364","7","6","1","1","Riv_SA","4","3","3",0,0,NA,"batch_2"
"365","7","6","1","1","Riv_SA","5","1","non probing",15.5061111111111,8,1.93826388888889,"batch_2"
"366","7","6","1","1","Riv_SA","5","2","pathway",57.5083333333333,8,7.18854166666667,"batch_2"
"367","7","6","1","1","Riv_SA","5","4","salivation phloem",0,0,NA,"batch_2"
"368","7","6","1","1","Riv_SA","5","5","phloem feeding",0,0,NA,"batch_2"
"369","7","6","1","1","Riv_SA","5","6","penetration difficulties",0,0,NA,"batch_2"
"370","7","6","1","1","Riv_SA","5","7","xylem ingestion",0,0,NA,"batch_2"
"371","7","6","1","1","Riv_SA","5","3","3",0,0,NA,"batch_2"
"372","7","6","1","1","Riv_SA","6","1","non probing",18.2558333333333,10,1.82558333333333,"batch_2"
"373","7","6","1","1","Riv_SA","6","2","pathway",80.9538888888889,11,7.35944444444445,"batch_2"
"374","7","6","1","1","Riv_SA","6","4","salivation phloem",0,0,NA,"batch_2"
"375","7","6","1","1","Riv_SA","6","5","phloem feeding",0,0,NA,"batch_2"
"376","7","6","1","1","Riv_SA","6","6","penetration difficulties",0,0,NA,"batch_2"
"377","7","6","1","1","Riv_SA","6","7","xylem ingestion",0,0,NA,"batch_2"
"378","7","6","1","1","Riv_SA","6","3","3",0,0,NA,"batch_2"
"379","7","6","1","1","Riv_SA","7","1","non probing",9.31555555555548,4,2.32888888888887,"batch_2"
"380","7","6","1","1","Riv_SA","7","2","pathway",48.7447222222223,4,12.1861805555556,"batch_2"
"381","7","6","1","1","Riv_SA","7","4","salivation phloem",0,0,NA,"batch_2"
"382","7","6","1","1","Riv_SA","7","5","phloem feeding",0,0,NA,"batch_2"
"383","7","6","1","1","Riv_SA","7","6","penetration difficulties",0,0,NA,"batch_2"
"384","7","6","1","1","Riv_SA","7","7","xylem ingestion",0,0,NA,"batch_2"
"385","7","6","1","1","Riv_SA","7","3","3",0,0,NA,"batch_2"
"386","7","6","1","1","Riv_SA","8","1","non probing",6.81416666666659,7,0.97345238095237,"batch_2"
"387","7","6","1","1","Riv_SA","8","2","pathway",58.1233333333335,8,7.26541666666668,"batch_2"
"388","7","6","1","1","Riv_SA","8","4","salivation phloem",2.77611111111109,3,0.925370370370363,"batch_2"
"389","7","6","1","1","Riv_SA","8","5","phloem feeding",16.2769444444444,2,8.13847222222222,"batch_2"
"390","7","6","1","1","Riv_SA","8","6","penetration difficulties",0,0,NA,"batch_2"
"391","7","6","1","1","Riv_SA","8","7","xylem ingestion",0,0,NA,"batch_2"
"392","7","6","1","1","Riv_SA","8","3","3",0,0,NA,"batch_2"
"393","8","5","3","8","Riv_SA","1","1","non probing",21.8255555555555,5,4.36511111111111,"batch_2"
"394","8","5","3","8","Riv_SA","1","2","pathway",37.2094444444445,5,7.44188888888889,"batch_2"
"395","8","5","3","8","Riv_SA","1","4","salivation phloem",8.32916666666666,3,2.77638888888889,"batch_2"
"396","8","5","3","8","Riv_SA","1","5","phloem feeding",32.6358333333333,3,10.8786111111111,"batch_2"
"397","8","5","3","8","Riv_SA","1","6","penetration difficulties",0,0,NA,"batch_2"
"398","8","5","3","8","Riv_SA","1","7","xylem ingestion",0,0,NA,"batch_2"
"399","8","5","3","8","Riv_SA","1","3","3",0,0,NA,"batch_2"
"400","8","5","3","8","Riv_SA","2","1","non probing",0,0,NA,"batch_2"
"401","8","5","3","8","Riv_SA","2","2","pathway",0,0,NA,"batch_2"
"402","8","5","3","8","Riv_SA","2","4","salivation phloem",9.01888888888889,1,9.01888888888889,"batch_2"
"403","8","5","3","8","Riv_SA","2","5","phloem feeding",69.1836111111111,1,69.1836111111111,"batch_2"
"404","8","5","3","8","Riv_SA","2","6","penetration difficulties",0,0,NA,"batch_2"
"405","8","5","3","8","Riv_SA","2","7","xylem ingestion",0,0,NA,"batch_2"
"406","8","5","3","8","Riv_SA","2","3","3",0,0,NA,"batch_2"
"407","8","5","3","8","Riv_SA","3","1","non probing",3.01277777777775,1,3.01277777777775,"batch_2"
"408","8","5","3","8","Riv_SA","3","2","pathway",3.49500000000006,2,1.74750000000003,"batch_2"
"409","8","5","3","8","Riv_SA","3","4","salivation phloem",1.20638888888881,1,1.20638888888881,"batch_2"
"410","8","5","3","8","Riv_SA","3","5","phloem feeding",0,0,NA,"batch_2"
"411","8","5","3","8","Riv_SA","3","6","penetration difficulties",0,0,NA,"batch_2"
"412","8","5","3","8","Riv_SA","3","7","xylem ingestion",0,0,NA,"batch_2"
"413","8","5","3","8","Riv_SA","3","3","3",0,0,NA,"batch_2"
"414","8","5","3","8","Riv_SA","4","1","non probing",2.58611111111113,1,2.58611111111113,"batch_2"
"415","8","5","3","8","Riv_SA","4","2","pathway",74.4519444444444,1,74.4519444444444,"batch_2"
"416","8","5","3","8","Riv_SA","4","4","salivation phloem",0,0,NA,"batch_2"
"417","8","5","3","8","Riv_SA","4","5","phloem feeding",0,0,NA,"batch_2"
"418","8","5","3","8","Riv_SA","4","6","penetration difficulties",0,0,NA,"batch_2"
"419","8","5","3","8","Riv_SA","4","7","xylem ingestion",0,0,NA,"batch_2"
"420","8","5","3","8","Riv_SA","4","3","3",0,0,NA,"batch_2"
"421","8","5","3","8","Riv_SA","5","1","non probing",2.55277777777782,2,1.27638888888891,"batch_2"
"422","8","5","3","8","Riv_SA","5","2","pathway",65.2824999999999,2,32.64125,"batch_2"
"423","8","5","3","8","Riv_SA","5","4","salivation phloem",2.16944444444446,1,2.16944444444446,"batch_2"
"424","8","5","3","8","Riv_SA","5","5","phloem feeding",0,0,NA,"batch_2"
"425","8","5","3","8","Riv_SA","5","6","penetration difficulties",0,0,NA,"batch_2"
"426","8","5","3","8","Riv_SA","5","7","xylem ingestion",0,0,NA,"batch_2"
"427","8","5","3","8","Riv_SA","5","3","3",0,0,NA,"batch_2"
"428","8","5","3","8","Riv_SA","6","1","non probing",0,0,NA,"batch_2"
"429","8","5","3","8","Riv_SA","6","2","pathway",70.9833333333335,4,17.7458333333334,"batch_2"
"430","8","5","3","8","Riv_SA","6","4","salivation phloem",4.8030555555556,5,0.96061111111112,"batch_2"
"431","8","5","3","8","Riv_SA","6","5","phloem feeding",23.3580555555554,4,5.83951388888885,"batch_2"
"432","8","5","3","8","Riv_SA","6","6","penetration difficulties",0,0,NA,"batch_2"
"433","8","5","3","8","Riv_SA","6","7","xylem ingestion",0,0,NA,"batch_2"
"434","8","5","3","8","Riv_SA","6","3","3",0,0,NA,"batch_2"
"435","8","5","3","8","Riv_SA","7","1","non probing",4.54805555555557,2,2.27402777777778,"batch_2"
"436","8","5","3","8","Riv_SA","7","2","pathway",90.7575000000001,4,22.689375,"batch_2"
"437","8","5","3","8","Riv_SA","7","4","salivation phloem",3.01499999999985,4,0.753749999999963,"batch_2"
"438","8","5","3","8","Riv_SA","7","5","phloem feeding",0.486111111111143,2,0.243055555555571,"batch_2"
"439","8","5","3","8","Riv_SA","7","6","penetration difficulties",0,0,NA,"batch_2"
"440","8","5","3","8","Riv_SA","7","7","xylem ingestion",0,0,NA,"batch_2"
"441","8","5","3","8","Riv_SA","7","3","3",0,0,NA,"batch_2"
"442","8","5","3","8","Riv_SA","8","1","non probing",5.54083333333333,3,1.84694444444444,"batch_2"
"443","8","5","3","8","Riv_SA","8","2","pathway",93.2105555555555,3,31.0701851851852,"batch_2"
"444","8","5","3","8","Riv_SA","8","4","salivation phloem",0,0,NA,"batch_2"
"445","8","5","3","8","Riv_SA","8","5","phloem feeding",0,0,NA,"batch_2"
"446","8","5","3","8","Riv_SA","8","6","penetration difficulties",0,0,NA,"batch_2"
"447","8","5","3","8","Riv_SA","8","7","xylem ingestion",0,0,NA,"batch_2"
"448","8","5","3","8","Riv_SA","8","3","3",0,0,NA,"batch_2"
"449","9","5","1","8","Riv_SA","1","1","non probing",14.3788888888889,16,0.898680555555554,"batch_2"
"450","9","5","1","8","Riv_SA","1","2","pathway",85.6211111111111,16,5.35131944444445,"batch_2"
"451","9","5","1","8","Riv_SA","1","4","salivation phloem",0,0,NA,"batch_2"
"452","9","5","1","8","Riv_SA","1","5","phloem feeding",0,0,NA,"batch_2"
"453","9","5","1","8","Riv_SA","1","6","penetration difficulties",0,0,NA,"batch_2"
"454","9","5","1","8","Riv_SA","1","7","xylem ingestion",0,0,NA,"batch_2"
"455","9","5","1","8","Riv_SA","1","3","3",0,0,NA,"batch_2"
"456","9","5","1","8","Riv_SA","2","1","non probing",0,0,NA,"batch_2"
"457","9","5","1","8","Riv_SA","2","2","pathway",0,0,NA,"batch_2"
"458","9","5","1","8","Riv_SA","2","4","salivation phloem",0,0,NA,"batch_2"
"459","9","5","1","8","Riv_SA","2","5","phloem feeding",0,0,NA,"batch_2"
"460","9","5","1","8","Riv_SA","2","6","penetration difficulties",71.4358333333333,1,71.4358333333333,"batch_2"
"461","9","5","1","8","Riv_SA","2","7","xylem ingestion",0,0,NA,"batch_2"
"462","9","5","1","8","Riv_SA","2","3","3",0,0,NA,"batch_2"
"463","9","5","1","8","Riv_SA","3","1","non probing",0,0,NA,"batch_2"
"464","9","5","1","8","Riv_SA","3","2","pathway",1.72277777777779,1,1.72277777777779,"batch_2"
"465","9","5","1","8","Riv_SA","3","4","salivation phloem",0,0,NA,"batch_2"
"466","9","5","1","8","Riv_SA","3","5","phloem feeding",0,0,NA,"batch_2"
"467","9","5","1","8","Riv_SA","3","6","penetration difficulties",0,0,NA,"batch_2"
"468","9","5","1","8","Riv_SA","3","7","xylem ingestion",0,0,NA,"batch_2"
"469","9","5","1","8","Riv_SA","3","3","3",0,0,NA,"batch_2"
"470","9","5","1","8","Riv_SA","4","1","non probing",25.9361111111112,17,1.52565359477124,"batch_2"
"471","9","5","1","8","Riv_SA","4","2","pathway",66.7080555555555,17,3.92400326797385,"batch_2"
"472","9","5","1","8","Riv_SA","4","4","salivation phloem",0,0,NA,"batch_2"
"473","9","5","1","8","Riv_SA","4","5","phloem feeding",0,0,NA,"batch_2"
"474","9","5","1","8","Riv_SA","4","6","penetration difficulties",0,0,NA,"batch_2"
"475","9","5","1","8","Riv_SA","4","7","xylem ingestion",0,0,NA,"batch_2"
"476","9","5","1","8","Riv_SA","4","3","3",0,0,NA,"batch_2"
"477","9","5","1","8","Riv_SA","5","1","non probing",9.80972222222249,11,0.891792929292954,"batch_2"
"478","9","5","1","8","Riv_SA","5","2","pathway",65.674722222222,12,5.4728935185185,"batch_2"
"479","9","5","1","8","Riv_SA","5","4","salivation phloem",2.09611111111106,1,2.09611111111106,"batch_2"
"480","9","5","1","8","Riv_SA","5","5","phloem feeding",0,0,NA,"batch_2"
"481","9","5","1","8","Riv_SA","5","6","penetration difficulties",0,0,NA,"batch_2"
"482","9","5","1","8","Riv_SA","5","7","xylem ingestion",0,0,NA,"batch_2"
"483","9","5","1","8","Riv_SA","5","3","3",0,0,NA,"batch_2"
"484","9","5","1","8","Riv_SA","6","1","non probing",16.2011111111112,13,1.24623931623932,"batch_2"
"485","9","5","1","8","Riv_SA","6","2","pathway",61.2847222222222,13,4.7142094017094,"batch_2"
"486","9","5","1","8","Riv_SA","6","4","salivation phloem",0,0,NA,"batch_2"
"487","9","5","1","8","Riv_SA","6","5","phloem feeding",0,0,NA,"batch_2"
"488","9","5","1","8","Riv_SA","6","6","penetration difficulties",0,0,NA,"batch_2"
"489","9","5","1","8","Riv_SA","6","7","xylem ingestion",0,0,NA,"batch_2"
"490","9","5","1","8","Riv_SA","6","3","3",0,0,NA,"batch_2"
"491","9","5","1","8","Riv_SA","7","1","non probing",4.96416666666657,4,1.24104166666664,"batch_2"
"492","9","5","1","8","Riv_SA","7","2","pathway",59.4319444444446,6,9.9053240740741,"batch_2"
"493","9","5","1","8","Riv_SA","7","4","salivation phloem",9.9644444444444,2,4.9822222222222,"batch_2"
"494","9","5","1","8","Riv_SA","7","5","phloem feeding",0,0,NA,"batch_2"
"495","9","5","1","8","Riv_SA","7","6","penetration difficulties",0,0,NA,"batch_2"
"496","9","5","1","8","Riv_SA","7","7","xylem ingestion",20.8541666666667,1,20.8541666666667,"batch_2"
"497","9","5","1","8","Riv_SA","7","3","3",0,0,NA,"batch_2"
"498","9","5","1","8","Riv_SA","8","1","non probing",4.50916666666662,4,1.12729166666666,"batch_2"
"499","9","5","1","8","Riv_SA","8","2","pathway",64.6944444444445,6,10.7824074074074,"batch_2"
"500","9","5","1","8","Riv_SA","8","4","salivation phloem",3.76583333333334,1,3.76583333333334,"batch_2"
"501","9","5","1","8","Riv_SA","8","5","phloem feeding",0,0,NA,"batch_2"
"502","9","5","1","8","Riv_SA","8","6","penetration difficulties",0,0,NA,"batch_2"
"503","9","5","1","8","Riv_SA","8","7","xylem ingestion",0,0,NA,"batch_2"
"504","9","5","1","8","Riv_SA","8","3","3",0,0,NA,"batch_2"
"505","10","5","1","1","Riv_SA","1","1","non probing",28.9055555555555,9,3.21172839506173,"batch_2"
"506","10","5","1","1","Riv_SA","1","2","pathway",71.0944444444445,9,7.89938271604939,"batch_2"
"507","10","5","1","1","Riv_SA","1","4","salivation phloem",0,0,NA,"batch_2"
"508","10","5","1","1","Riv_SA","1","5","phloem feeding",0,0,NA,"batch_2"
"509","10","5","1","1","Riv_SA","1","6","penetration difficulties",0,0,NA,"batch_2"
"510","10","5","1","1","Riv_SA","1","7","xylem ingestion",0,0,NA,"batch_2"
"511","10","5","1","1","Riv_SA","1","3","3",0,0,NA,"batch_2"
"512","10","5","1","1","Riv_SA","2","1","non probing",2.99222222222222,2,1.49611111111111,"batch_2"
"513","10","5","1","1","Riv_SA","2","2","pathway",61.5366666666666,5,12.3073333333333,"batch_2"
"514","10","5","1","1","Riv_SA","2","4","salivation phloem",7.04944444444448,4,1.76236111111112,"batch_2"
"515","10","5","1","1","Riv_SA","2","5","phloem feeding",13.6683333333333,1,13.6683333333333,"batch_2"
"516","10","5","1","1","Riv_SA","2","6","penetration difficulties",0,0,NA,"batch_2"
"517","10","5","1","1","Riv_SA","2","7","xylem ingestion",0,0,NA,"batch_2"
"518","10","5","1","1","Riv_SA","2","3","3",0,0,NA,"batch_2"
"519","10","5","1","1","Riv_SA","3","1","non probing",7.90611111111112,3,2.63537037037037,"batch_2"
"520","10","5","1","1","Riv_SA","3","2","pathway",75.8191666666666,5,15.1638333333333,"batch_2"
"521","10","5","1","1","Riv_SA","3","4","salivation phloem",7.8958333333334,4,1.97395833333335,"batch_2"
"522","10","5","1","1","Riv_SA","3","5","phloem feeding",0.377777777777766,1,0.377777777777766,"batch_2"
"523","10","5","1","1","Riv_SA","3","6","penetration difficulties",0,0,NA,"batch_2"
"524","10","5","1","1","Riv_SA","3","7","xylem ingestion",0,0,NA,"batch_2"
"525","10","5","1","1","Riv_SA","3","3","3",0,0,NA,"batch_2"
"526","10","5","1","1","Riv_SA","4","1","non probing",13.1766666666667,9,1.46407407407408,"batch_2"
"527","10","5","1","1","Riv_SA","4","2","pathway",68.9780555555556,12,5.7481712962963,"batch_2"
"528","10","5","1","1","Riv_SA","4","4","salivation phloem",7.44027777777769,5,1.48805555555554,"batch_2"
"529","10","5","1","1","Riv_SA","4","5","phloem feeding",6.59666666666671,2,3.29833333333336,"batch_2"
"530","10","5","1","1","Riv_SA","4","6","penetration difficulties",0,0,NA,"batch_2"
"531","10","5","1","1","Riv_SA","4","7","xylem ingestion",0,0,NA,"batch_2"
"532","10","5","1","1","Riv_SA","4","3","3",0,0,NA,"batch_2"
"533","10","5","1","1","Riv_SA","5","1","non probing",6.87972222222233,7,0.982817460317476,"batch_2"
"534","10","5","1","1","Riv_SA","5","2","pathway",87.3816666666665,8,10.9227083333333,"batch_2"
"535","10","5","1","1","Riv_SA","5","4","salivation phloem",1.46166666666668,1,1.46166666666668,"batch_2"
"536","10","5","1","1","Riv_SA","5","5","phloem feeding",4.07694444444445,1,4.07694444444445,"batch_2"
"537","10","5","1","1","Riv_SA","5","6","penetration difficulties",0,0,NA,"batch_2"
"538","10","5","1","1","Riv_SA","5","7","xylem ingestion",0,0,NA,"batch_2"
"539","10","5","1","1","Riv_SA","5","3","3",0,0,NA,"batch_2"
"540","10","5","1","1","Riv_SA","6","1","non probing",13.7252777777778,7,1.96075396825397,"batch_2"
"541","10","5","1","1","Riv_SA","6","2","pathway",63.3408333333335,11,5.75825757575759,"batch_2"
"542","10","5","1","1","Riv_SA","6","4","salivation phloem",6.07555555555545,7,0.867936507936493,"batch_2"
"543","10","5","1","1","Riv_SA","6","5","phloem feeding",10.2619444444444,3,3.42064814814813,"batch_2"
"544","10","5","1","1","Riv_SA","6","6","penetration difficulties",0,0,NA,"batch_2"
"545","10","5","1","1","Riv_SA","6","7","xylem ingestion",0,0,NA,"batch_2"
"546","10","5","1","1","Riv_SA","6","3","3",0,0,NA,"batch_2"
"547","10","5","1","1","Riv_SA","7","1","non probing",1.08916666666659,2,0.544583333333293,"batch_2"
"548","10","5","1","1","Riv_SA","7","2","pathway",66.9733333333334,3,22.3244444444445,"batch_2"
"549","10","5","1","1","Riv_SA","7","4","salivation phloem",0.42944444444449,1,0.42944444444449,"batch_2"
"550","10","5","1","1","Riv_SA","7","5","phloem feeding",0,0,NA,"batch_2"
"551","10","5","1","1","Riv_SA","7","6","penetration difficulties",0,0,NA,"batch_2"
"552","10","5","1","1","Riv_SA","7","7","xylem ingestion",0,0,NA,"batch_2"
"553","10","5","1","1","Riv_SA","7","3","3",0,0,NA,"batch_2"
"554","10","5","1","1","Riv_SA","8","1","non probing",2.44277777777796,2,1.22138888888898,"batch_2"
"555","10","5","1","1","Riv_SA","8","2","pathway",79.8386111111108,5,15.9677222222222,"batch_2"
"556","10","5","1","1","Riv_SA","8","4","salivation phloem",9.47361111111131,5,1.89472222222226,"batch_2"
"557","10","5","1","1","Riv_SA","8","5","phloem feeding",8.13555555555553,2,4.06777777777776,"batch_2"
"558","10","5","1","1","Riv_SA","8","6","penetration difficulties",0,0,NA,"batch_2"
"559","10","5","1","1","Riv_SA","8","7","xylem ingestion",0,0,NA,"batch_2"
"560","10","5","1","1","Riv_SA","8","3","3",0,0,NA,"batch_2"
"561","11","4","3","4","Riv_SA","1","1","non probing",14.2225,7,2.03178571428572,"batch_1"
"562","11","4","3","4","Riv_SA","1","2","pathway",82.6066666666667,8,10.3258333333333,"batch_1"
"563","11","4","3","4","Riv_SA","1","4","salivation phloem",2.20472222222221,2,1.10236111111111,"batch_1"
"564","11","4","3","4","Riv_SA","1","5","phloem feeding",0.966111111111114,1,0.966111111111114,"batch_1"
"565","11","4","3","4","Riv_SA","1","6","penetration difficulties",0,0,NA,"batch_1"
"566","11","4","3","4","Riv_SA","1","7","xylem ingestion",0,0,NA,"batch_1"
"567","11","4","3","4","Riv_SA","1","3","3",0,0,NA,"batch_1"
"568","11","4","3","4","Riv_SA","2","1","non probing",6.2744444444444,3,2.09148148148147,"batch_1"
"569","11","4","3","4","Riv_SA","2","2","pathway",72.4988888888889,3,24.1662962962963,"batch_1"
"570","11","4","3","4","Riv_SA","2","4","salivation phloem",3.64916666666671,5,0.729833333333341,"batch_1"
"571","11","4","3","4","Riv_SA","2","5","phloem feeding",10.1902777777777,5,2.03805555555555,"batch_1"
"572","11","4","3","4","Riv_SA","2","6","penetration difficulties",0,0,NA,"batch_1"
"573","11","4","3","4","Riv_SA","2","7","xylem ingestion",0,0,NA,"batch_1"
"574","11","4","3","4","Riv_SA","2","3","3",0,0,NA,"batch_1"
"575","11","4","3","4","Riv_SA","3","1","non probing",18.9577777777778,1,18.9577777777778,"batch_1"
"576","11","4","3","4","Riv_SA","3","2","pathway",7.84416666666672,2,3.92208333333336,"batch_1"
"577","11","4","3","4","Riv_SA","3","4","salivation phloem",4.02249999999995,3,1.34083333333332,"batch_1"
"578","11","4","3","4","Riv_SA","3","5","phloem feeding",66.6566666666667,2,33.3283333333333,"batch_1"
"579","11","4","3","4","Riv_SA","3","6","penetration difficulties",0,0,NA,"batch_1"
"580","11","4","3","4","Riv_SA","3","7","xylem ingestion",0,0,NA,"batch_1"
"581","11","4","3","4","Riv_SA","3","3","3",0,0,NA,"batch_1"
"582","11","4","3","4","Riv_SA","4","1","non probing",7.80388888888884,6,1.30064814814814,"batch_1"
"583","11","4","3","4","Riv_SA","4","2","pathway",79.8869444444445,7,11.4124206349206,"batch_1"
"584","11","4","3","4","Riv_SA","4","4","salivation phloem",0,0,NA,"batch_1"
"585","11","4","3","4","Riv_SA","4","5","phloem feeding",0,0,NA,"batch_1"
"586","11","4","3","4","Riv_SA","4","6","penetration difficulties",0,0,NA,"batch_1"
"587","11","4","3","4","Riv_SA","4","7","xylem ingestion",0,0,NA,"batch_1"
"588","11","4","3","4","Riv_SA","4","3","3",0,0,NA,"batch_1"
"589","11","4","3","4","Riv_SA","5","1","non probing",10.8616666666667,4,2.71541666666666,"batch_1"
"590","11","4","3","4","Riv_SA","5","2","pathway",67.0919444444445,5,13.4183888888889,"batch_1"
"591","11","4","3","4","Riv_SA","5","4","salivation phloem",5.65638888888889,1,5.65638888888889,"batch_1"
"592","11","4","3","4","Riv_SA","5","5","phloem feeding",0,0,NA,"batch_1"
"593","11","4","3","4","Riv_SA","5","6","penetration difficulties",0,0,NA,"batch_1"
"594","11","4","3","4","Riv_SA","5","7","xylem ingestion",0,0,NA,"batch_1"
"595","11","4","3","4","Riv_SA","5","3","3",0,0,NA,"batch_1"
"596","11","4","3","4","Riv_SA","6","1","non probing",0,0,NA,"batch_1"
"597","11","4","3","4","Riv_SA","6","2","pathway",43.0575000000001,4,10.764375,"batch_1"
"598","11","4","3","4","Riv_SA","6","4","salivation phloem",13.5174999999999,7,1.93107142857142,"batch_1"
"599","11","4","3","4","Riv_SA","6","5","phloem feeding",11.5677777777778,3,3.85592592592594,"batch_1"
"600","11","4","3","4","Riv_SA","6","6","penetration difficulties",0,0,NA,"batch_1"
"601","11","4","3","4","Riv_SA","6","7","xylem ingestion",17.3738888888889,1,17.3738888888889,"batch_1"
"602","11","4","3","4","Riv_SA","6","3","3",0,0,NA,"batch_1"
"603","11","4","3","4","Riv_SA","7","1","non probing",4.74027777777773,1,4.74027777777773,"batch_1"
"604","11","4","3","4","Riv_SA","7","2","pathway",19.0686111111111,2,9.53430555555556,"batch_1"
"605","11","4","3","4","Riv_SA","7","4","salivation phloem",0,0,NA,"batch_1"
"606","11","4","3","4","Riv_SA","7","5","phloem feeding",0,0,NA,"batch_1"
"607","11","4","3","4","Riv_SA","7","6","penetration difficulties",0,0,NA,"batch_1"
